municipality_name|municipality_id|comerce_transport_catering|communication|construction|finances_insurance|industry|personal_services|professional_tecnical_activities|real_estate|social_services|total|total_services
Chelva|46106|52.0||39.0||7.0|||||134.0|36.0
Chera|46108||||||||||25.0|
Chercos|4036||||||||||15.0|
Cheste|46109|189.0||87.0||48.0|62.0|77.0|11.0|30.0|514.0|190.0
Chiclana de Segura|23029||||||||||30.0|
Chiclana de la Frontera|11015|1955.0|68.0|706.0|118.0|227.0|492.0|727.0|283.0|403.0|4979.0|2091.0
Chilches/Xilxes|12053|57.0||27.0||11.0|||||151.0|56.0
Chillarón de Cuenca|16023||||||||||42.0|
Chillarón del Rey|19106||||||||||6.0|
Chilluévar|23030|39.0||9.0||6.0|||||66.0|12.0
Chillón|13038|29.0||14.0||11.0|||||84.0|30.0
Chiloeches|19105|78.0||30.0||18.0|||||190.0|64.0
Chimeneas|18061|23.0||11.0||5.0|||||47.0|8.0
Chimillas|22096||||||||||33.0|
Chinchilla de Monte-Aragón|2029|124.0||34.0||51.0|||||304.0|95.0
Chinchón|28052|155.0|8.0|50.0|4.0|23.0|43.0|48.0|9.0|23.0|363.0|135.0
Chipiona|11016|600.0||114.0||44.0|84.0|104.0|41.0|53.0|1062.0|304.0
Chiprana|50092||||||||||14.0|
Chirivel|4037|35.0|||||||||75.0|23.0
Chiva|46111|381.0|24.0|133.0|30.0|80.0|100.0|201.0|58.0|95.0|1102.0|508.0
Chozas de Abajo|24065|55.0||33.0||11.0|||||124.0|25.0
Chozas de Canales|45056|55.0||40.0||6.0|||||140.0|39.0
Chucena|21030|43.0||10.0||5.0|||||75.0|17.0
Chueca|45057||||||||||15.0|
Chulilla|46112||||||||||43.0|
Chumillas|16081||||||||||5.0|
Churriana de la Vega|18062|417.0|21.0|147.0|24.0|69.0|89.0|137.0|26.0|92.0|1022.0|389.0
Chía|22095||||||||||6.0|
Chóvar|12056||||||||||15.0|
Cidones|42061||||||||||16.0|
Ciempozuelos|28040|458.0|32.0|220.0|20.0|104.0|124.0|174.0|53.0|84.0|1269.0|487.0
Cieza|30019|693.0|15.0|254.0|24.0|204.0|148.0|235.0|67.0|107.0|1747.0|596.0
Cieza|39021||||||||||14.0|
Cifuentes|19086|51.0||28.0||4.0|||||101.0|18.0
Cigales|47050|97.0|6.0|52.0|4.0|19.0|24.0|31.0|6.0|11.0|250.0|82.0
Ciguñuela|47051||||||||||28.0|
Cihuri|26049||||||||||15.0|
Cijuela|18048|87.0||31.0||20.0|||||205.0|67.0
Cilleros|10064|35.0|||||||||81.0|30.0
Cilleruelo de Abajo|9103||||||||||6.0|
Cillorigo de Liébana|39022|48.0||21.0||15.0|||||122.0|38.0
Cillán|5059||||||||||9.0|
Cimanes de la Vega|24054||||||||||19.0|
Cimanes del Tejar|24055||||||||||35.0|
Cinctorres|12045||||||||||50.0|
Cintruénigo|31072|173.0|5.0|81.0|11.0|63.0|46.0|60.0|26.0|18.0|483.0|166.0
Cipérez|37106||||||||||18.0|
Cirat|12046||||||||||9.0|
Cirauqui/Zirauki|31074||||||||||25.0|
Ciriza/Ziritza|31075||||||||||6.0|
Ciruelas|19088||||||||||4.0|
Ciruelos|45050||||||||||39.0|
Ciruelos de Cervera|9105||||||||||4.0|
Cirueña|26050||||||||||21.0|
Cisneros|34059||||||||||24.0|
Cistella|17051||||||||||20.0|
Cistierna|24056|93.0||37.0||18.0|||||213.0|65.0
Cistérniga|47052|235.0|8.0|84.0|9.0|60.0|53.0|72.0|21.0|31.0|573.0|194.0
Ciudad Real|13034|1640.0|90.0|426.0|152.0|141.0|595.0|1182.0|237.0|660.0|5123.0|2916.0
Ciudad Rodrigo|37107|427.0|4.0|156.0|25.0|56.0|114.0|119.0|30.0|51.0|982.0|343.0
Ciutadella de Menorca|7015|816.0|22.0|353.0|36.0|221.0|256.0|436.0|238.0|159.0|2537.0|1147.0
Ciutadilla|25074||||||||||17.0|
Cizur|31076|79.0||30.0||22.0|||||308.0|177.0
Clariana de Cardener|25075||||||||||21.0|
Clavijo|26051||||||||||23.0|
Coaña|33018|92.0||38.0||28.0|||||205.0|47.0
Cobeja|45051|40.0||25.0||13.0|||||108.0|30.0
Cobeña|28041|174.0|22.0|66.0|10.0|24.0|48.0|108.0|25.0|62.0|539.0|275.0
Cobisa|45052|99.0||26.0||11.0|||||281.0|145.0
Cobos de Cerrato|34060||||||||||7.0|
Cobreros|49050||||||||||37.0|
Coca|40057|49.0||22.0||10.0|||||121.0|40.0
Coca de Alba|37108||||||||||8.0|
Cocentaina|3056|406.0|7.0|107.0|19.0|159.0|77.0|124.0|49.0|39.0|987.0|315.0
Codo|50085||||||||||8.0|
Codorniz|40058||||||||||14.0|
Codos|50086||||||||||9.0|
Codosera, La|6037|50.0||10.0||6.0|||||82.0|16.0
Codoñera, La|44080||||||||||28.0|
Cofrentes|46097|20.0|||||||||50.0|21.0
Cogeces de Íscar|47053||||||||||4.0|
Cogeces del Monte|47054||||||||||31.0|
Cogollos|9108||||||||||29.0|
Cogollos de Guadix|18049||||||||||32.0|
Cogollos de la Vega|18050|29.0||11.0||5.0|||||69.0|24.0
Cogolludo|19092||||||||||33.0|
Cogul, El|25076||||||||||10.0|
Coirós|15027|54.0||19.0||5.0|||||122.0|44.0
Colera|17054||||||||||26.0|
Coles|32026|91.0||38.0||30.0|||||234.0|75.0
Colilla, La|5061||||||||||33.0|
Colindres|39023|171.0|4.0|103.0|5.0|25.0|65.0|70.0|29.0|39.0|511.0|212.0
Coll de Nargó|25077||||||||||41.0|
Collado Hermoso|40059||||||||||14.0|
Collado Mediano|28046|155.0|23.0|84.0|15.0|13.0|64.0|180.0|32.0|64.0|630.0|378.0
Collado Villalba|28047|1283.0|120.0|604.0|88.0|132.0|445.0|785.0|185.0|360.0|4002.0|1983.0
Collado de Contreras|5062||||||||||8.0|
Collado de la Vera|10065||||||||||10.0|
Collbató|8069|125.0||43.0||16.0|||||371.0|187.0
Colldejou|43045||||||||||14.0|
Collsuspina|8070||||||||||32.0|
Colmenar|29043|139.0||35.0||22.0|||||247.0|51.0
Colmenar Viejo|28045|892.0|118.0|464.0|73.0|132.0|307.0|661.0|115.0|339.0|3101.0|1613.0
Colmenar de Oreja|28043|186.0|8.0|133.0|6.0|49.0|56.0|44.0|10.0|20.0|512.0|144.0
Colmenar del Arroyo|28042|33.0||20.0||4.0|||||104.0|47.0
Colmenarejo|28044|157.0|27.0|104.0|19.0|17.0|54.0|156.0|38.0|71.0|643.0|365.0
Colomera|18051|34.0||4.0||5.0|||||50.0|7.0
Colomers|17055||||||||||21.0|
Colunga|33019|122.0||38.0||7.0|||||244.0|77.0
Colungo|22090||||||||||12.0|
Coma i la Pedra, La|25163||||||||||24.0|
Comares|29044|29.0|||||||||76.0|32.0
Comillas|39024|89.0||26.0||9.0|||||210.0|86.0
Conca de Dalt|25161||||||||||27.0|
Condado de Castilnovo|40060||||||||||6.0|
Condado de Treviño|9109|31.0|||||||||74.0|23.0
Condemios de Arriba|19096||||||||||5.0|
Conesa|43046||||||||||4.0|
Confrides|3057||||||||||13.0|
Congosto|24057|53.0||11.0||10.0|||||92.0|18.0
Congosto de Valdavia|34062||||||||||6.0|
Conil de la Frontera|11014|776.0|19.0|236.0|17.0|61.0|166.0|229.0|85.0|125.0|1714.0|641.0
Conquista|14020||||||||||14.0|
Conquista de la Sierra|10066||||||||||12.0|
Consell|7016|99.0||47.0||27.0|||||284.0|111.0
Constantina|41033|172.0||25.0||19.0|20.0|30.0|5.0|16.0|290.0|74.0
Constantí|43047|206.0|4.0|75.0|5.0|41.0|29.0|56.0|20.0|24.0|460.0|138.0
Consuegra|45053|270.0|6.0|123.0|12.0|79.0|60.0|70.0|15.0|28.0|663.0|191.0
Contamina|50087||||||||||5.0|
Coomonte|49052||||||||||8.0|
Copons|8071||||||||||18.0|
Corbera|46098|89.0||39.0||20.0|||||213.0|65.0
Corbera d'Ebre|43048|20.0||16.0||6.0|||||57.0|15.0
Corbera de Llobregat|8072|406.0|21.0|179.0|28.0|44.0|115.0|220.0|62.0|117.0|1192.0|563.0
Corbillos de los Oteros|24058||||||||||5.0|
Corbins|25078|24.0||12.0||7.0|||||72.0|29.0
Corcos|47055||||||||||14.0|
Corcubión|15028|42.0||10.0||6.0|||||123.0|65.0
Cordobilla de Lácara|6038||||||||||38.0|
Cordovilla|37110||||||||||4.0|
Cordovín|26052||||||||||9.0|
Corduente|19099||||||||||20.0|
Corella|31077|175.0|5.0|100.0|10.0|68.0|54.0|55.0|20.0|22.0|509.0|166.0
Corera|26053||||||||||13.0|
Coreses|49053|45.0||26.0||25.0|||||116.0|20.0
Corgo, O|27014|112.0||39.0||19.0|||||222.0|52.0
Coria|10067|371.0|5.0|110.0|22.0|62.0|91.0|115.0|33.0|70.0|879.0|336.0
Coria del Río|41034|760.0|13.0|185.0|41.0|110.0|179.0|213.0|51.0|109.0|1661.0|606.0
Coripe|41035|28.0||9.0||8.0|||||59.0|14.0
Coristanco|15029|128.0||134.0|9.0|34.0|27.0|19.0|7.0||364.0|68.0
Cornago|26054||||||||||7.0|
Cornellà de Llobregat|8073|2118.0|137.0|858.0|94.0|300.0|486.0|744.0|338.0|313.0|5388.0|2112.0
Cornellà del Terri|17056|95.0||54.0||65.0|||||342.0|128.0
Cornudella de Montsant|43049||||||||||94.0|
Coronada, La|6039|28.0||11.0||9.0|||||56.0|8.0
Coronil, El|41036|105.0||31.0||9.0|||||203.0|58.0
Corpa|28048||||||||||29.0|
Corral de Almaguer|45054|127.0||36.0|8.0|29.0|19.0|17.0||11.0|253.0|61.0
Corral de Ayllón|40061||||||||||9.0|
Corral de Calatrava|13035|43.0||14.0||7.0|||||87.0|23.0
Corral-Rubio|2027||||||||||8.0|
Corrales de Buelna, Los|39025|243.0||90.0||49.0|50.0|45.0|21.0|37.0|545.0|163.0
Corrales del Vino|49054||||||||||51.0|
Corrales, Los|41037|128.0||35.0||30.0|||||239.0|46.0
Corte de Peleas|6040|22.0|||||||||34.0|5.0
Corteconcepción|21024||||||||||29.0|
Cortegada|32027|30.0||20.0||7.0|||||69.0|12.0
Cortegana|21025|114.0||22.0||19.0|||||241.0|86.0
Cortelazor|21026||||||||||18.0|
Cortes|31078|66.0||25.0||11.0|||||164.0|62.0
Cortes de Arenoso|12048||||||||||18.0|
Cortes de Baza|18053|43.0||14.0||9.0|||||82.0|16.0
Cortes de Pallás|46099||||||||||22.0|
Cortes de la Frontera|29046|62.0||28.0||19.0|||||145.0|36.0
Cortes y Graena|18054||||||||||42.0|
Cortijos, Los|13036||||||||||36.0|
Corullón|24059||||||||||31.0|
Coruña del Conde|9112||||||||||4.0|
Coruña, A|15030|6251.0|493.0|1916.0|532.0|570.0|1992.0|4950.0|1232.0|2038.0|19974.0|11237.0
Corvera de Asturias|33020|302.0|6.0|77.0|5.0|42.0|90.0|72.0|15.0|39.0|648.0|227.0
Corvera de Toranzo|39026|72.0||24.0||23.0|||||157.0|38.0
Corçà|17057|50.0||18.0||10.0|||||135.0|57.0
Coslada|28049|1992.0|87.0|858.0|94.0|210.0|431.0|641.0|211.0|280.0|4804.0|1744.0
Cospeito|27015|144.0||42.0||21.0|||||295.0|88.0
Costitx|7017|21.0||23.0||7.0|||||105.0|54.0
Costur|12049||||||||||24.0|
Cosuenda|50088||||||||||18.0|
Cotes|46100||||||||||13.0|
Cotillas|2028||||||||||6.0|
Covaleda|42069|57.0||16.0||11.0|||||109.0|25.0
Covarrubias|9113||||||||||60.0|
Covelo|36013|49.0||23.0||5.0|||||122.0|45.0
Coves de Vinromà, les|12050|40.0||19.0||14.0|||||109.0|36.0
Cox|3058|402.0|8.0|82.0|8.0|60.0|43.0|61.0|29.0|39.0|732.0|188.0
Cozuelos de Fuentidueña|40902||||||||||6.0|
Coín|29042|569.0|33.0|331.0|21.0|127.0|158.0|284.0|85.0|100.0|1708.0|681.0
Crecente|36014|32.0||18.0||6.0|||||69.0|13.0
Creixell|43050|81.0||45.0||8.0|||||215.0|81.0
Crespià|17058||||||||||33.0|
Crespos|5065||||||||||33.0|
Cretas|44086||||||||||49.0|
Crevillent|3059|935.0|22.0|198.0|50.0|375.0|129.0|184.0|93.0|100.0|2086.0|578.0
Cristina|6041||||||||||18.0|
Cristóbal|37112||||||||||4.0|
Crivillén|44087||||||||||5.0|
Cruïlles, Monells i Sant Sadurní de l'Heura|17901|32.0||21.0||9.0|||||113.0|51.0
Crémenes|24060||||||||||30.0|
Cuacos de Yuste|10068||||||||||70.0|
Cuadros|24061|38.0||15.0||6.0|||||91.0|32.0
Cualedro|32028|19.0||19.0|||||||49.0|
Cuarte de Huerva|50089|536.0|20.0|158.0|35.0|254.0|98.0|224.0|81.0|86.0|1492.0|544.0
Cuba, La|44088||||||||||5.0|
Cubas de la Sagra|28050|164.0|6.0|79.0|14.0|33.0|54.0|60.0|20.0|39.0|469.0|193.0
Cubelles|8074|373.0|21.0|163.0|27.0|58.0|117.0|188.0|47.0|64.0|1058.0|464.0
Cubells|25079||||||||||30.0|
Cubillas de Rueda|24063||||||||||14.0|
Cubillas de Santa Marta|47057||||||||||29.0|
Cubillas de los Oteros|24062||||||||||7.0|
Cubillo de Uceda, El|19102||||||||||6.0|
Cubillos|49056||||||||||11.0|
Cubillos del Sil|24064|30.0||20.0||10.0|||||92.0|32.0
Cubo de Benavente|49057||||||||||8.0|
Cubo de Bureba|9115||||||||||6.0|
Cubo de Don Sancho, El|37113||||||||||28.0|
Cubo de Tierra del Vino, El|49058||||||||||18.0|
Cubo de la Solana|42071||||||||||5.0|
Cudillero|33021|196.0||48.0||18.0|||||363.0|101.0
Cuenca|16078|1285.0|50.0|438.0|112.0|200.0|450.0|644.0|146.0|332.0|3657.0|1734.0
Cuenca de Campos|47058||||||||||15.0|
Cuerva|45055|36.0||24.0||16.0|||||94.0|18.0
Cuervo de Sevilla, El|41903|370.0||62.0||31.0|46.0|46.0|22.0|16.0|607.0|144.0
Cuevas Bajas|29047|36.0||14.0||14.0|||||79.0|15.0
Cuevas Labradas|44094||||||||||4.0|
Cuevas de Almudén|44093||||||||||4.0|
Cuevas de Provanco|40905||||||||||5.0|
Cuevas de San Marcos|29049|81.0||27.0||27.0|||||189.0|54.0
Cuevas del Almanzora|4035|439.0|5.0|142.0|19.0|43.0|78.0|130.0|49.0|34.0|939.0|315.0
Cuevas del Becerro|29048|44.0||17.0||4.0|||||86.0|21.0
Cuevas del Campo|18912|44.0||17.0||6.0|||||81.0|14.0
Cuevas del Valle|5066||||||||||39.0|
Culla|12051||||||||||32.0|
Cullera|46105|620.0|15.0|170.0|33.0|56.0|150.0|194.0|112.0|73.0|1423.0|577.0
Culleredo|15031|752.0|37.0|352.0|46.0|151.0|229.0|352.0|73.0|171.0|2163.0|908.0
Cumbre, La|10069||||||||||31.0|
Cumbres Mayores|21029|55.0||11.0||20.0|||||114.0|28.0
Cumbres de San Bartolomé|21028||||||||||7.0|
Cunit|43051|275.0|19.0|154.0|18.0|27.0|88.0|92.0|50.0|37.0|760.0|304.0
Cuntis|36015|120.0||48.0||22.0|||||300.0|110.0
Curiel de Duero|47059||||||||||6.0|
Curtis|15032|150.0||49.0||31.0|||||314.0|84.0
Cuzcurrita de Río Tirón|26056||||||||||33.0|
Cuéllar|40063|281.0||98.0|16.0|72.0|66.0|83.0||35.0|666.0|215.0
Càlig|12034|48.0||29.0||14.0|||||143.0|52.0
Cànoves i Samalús|8042|97.0||48.0||15.0|||||272.0|112.0
Càrcer|46084|29.0||11.0||7.0|||||76.0|29.0
Cáceres|10037|2285.0|128.0|714.0|204.0|247.0|829.0|1415.0|358.0|800.0|6980.0|3734.0
Cádiar|18035|49.0||14.0||11.0|||||99.0|25.0
Cádiz|11012|2327.0|96.0|360.0|169.0|172.0|789.0|1183.0|363.0|746.0|6205.0|3346.0
Cájar|18036|100.0||46.0||18.0|36.0|64.0|17.0|44.0|333.0|169.0
Cárcar|31066|29.0||9.0||16.0|||||74.0|20.0
Cárcheles|23901|21.0||10.0||11.0|||||62.0|20.0
Cárdenas|26041||||||||||5.0|
Cármenes|24037||||||||||19.0|
Cártama|29038|614.0|18.0|252.0|33.0|76.0|163.0|179.0|45.0|70.0|1450.0|508.0
Cáseda|31069||||||||||32.0|
Cástaras|18044||||||||||8.0|
Cáñar|18040||||||||||9.0|
Cómpeta|29045|110.0||55.0||12.0|||||293.0|116.0
Córdoba|14021|8153.0|361.0|1876.0|647.0|1277.0|2196.0|4367.0|1061.0|2046.0|21984.0|10678.0
Cózar|13037||||||||||46.0|
Cúllar|18056|128.0||29.0||35.0|||||230.0|38.0
Cúllar Vega|18057|200.0|5.0|83.0|16.0|18.0|54.0|60.0|23.0|37.0|496.0|195.0
Cútar|29050||||||||||18.0|
Daganzo de Arriba|28053|271.0|20.0|90.0|22.0|82.0|57.0|132.0|28.0|49.0|751.0|308.0
Daimiel|13039|418.0|15.0|180.0|19.0|62.0|96.0|131.0|16.0|45.0|982.0|322.0
Daimús|46113|81.0||44.0||17.0|||||229.0|87.0
Dalías|4038|92.0||25.0||8.0|||||182.0|57.0
Darnius|17060||||||||||39.0|
Daroca|50094|59.0||34.0||14.0|||||151.0|44.0
Daroca de Rioja|26057||||||||||4.0|
Darro|18063|32.0||10.0|||||||50.0|
Das|17061||||||||||25.0|
Daya Nueva|3061|55.0||22.0||14.0|||||123.0|32.0
Daya Vieja|3062||||||||||43.0|
Deba|20029|159.0|4.0|24.0|4.0|75.0|34.0|57.0|5.0|33.0|395.0|137.0
Degaña|33022||||||||||29.0|
Dehesa de Montejo|34067||||||||||6.0|
Dehesas Viejas|18065||||||||||7.0|
Dehesas de Guadix|18064||||||||||14.0|
Deifontes|18066|48.0||23.0||10.0|||||97.0|16.0
Deià|7018||||||||||80.0|
Deleitosa|10070||||||||||57.0|
Deltebre|43901|316.0|7.0|183.0|17.0|32.0|78.0|111.0|29.0|42.0|815.0|284.0
Derio|48901|221.0|22.0|98.0|8.0|66.0|44.0|136.0|9.0|33.0|637.0|252.0
Descargamaría|10071||||||||||5.0|
Desojo|31079||||||||||6.0|
Destriana|24066||||||||||15.0|
Deza|42076||||||||||10.0|
Dicastillo|31080||||||||||26.0|
Diego del Carpio|5903||||||||||4.0|
Diezma|18067||||||||||40.0|
Dima|48026|40.0||15.0||7.0|||||91.0|29.0
Dios le Guarde|37115||||||||||5.0|
Dodro|15033|56.0||18.0||22.0|||||127.0|31.0
Dolores|3064|220.0||85.0||53.0|60.0|63.0|36.0|23.0|553.0|195.0
Domeño|46114||||||||||49.0|
Domingo Pérez|45058||||||||||20.0|
Don Benito|6044|995.0|34.0|292.0|70.0|175.0|249.0|369.0|96.0|206.0|2486.0|1024.0
Don Álvaro|6043||||||||||44.0|
Donamaria|31081||||||||||35.0|
Doneztebe/Santesteban|31221|111.0||21.0||9.0|||||197.0|56.0
Donostia/San Sebastián|20069|4809.0|479.0|1524.0|379.0|570.0|1472.0|4098.0|412.0|1897.0|15640.0|8737.0
Dos Aguas|46115||||||||||10.0|
Dos Hermanas|41038|3032.0|107.0|721.0|234.0|390.0|778.0|1225.0|307.0|702.0|7496.0|3353.0
Dos Torres|14023|64.0||43.0||24.0|||||166.0|35.0
Dosbarrios|45059|66.0||15.0||15.0|||||124.0|28.0
Dosrius|8075|166.0|15.0|72.0|9.0|54.0|55.0|72.0|29.0|46.0|518.0|226.0
Dozón|36016|19.0||11.0||6.0|||||49.0|13.0
Doña Mencía|14022|103.0||37.0||19.0|||||224.0|65.0
Doñinos de Salamanca|37117|33.0||12.0||12.0|||||109.0|52.0
Driebes|19107||||||||||22.0|
Duesaigües|43053||||||||||9.0|
Dueñas|34069|60.0||24.0||12.0|||||120.0|24.0
Dumbría|15034|62.0||47.0||16.0|||||157.0|32.0
Durango|48027|594.0|36.0|178.0|25.0|75.0|184.0|286.0|22.0|213.0|1613.0|766.0
Duruelo|40070||||||||||12.0|
Duruelo de la Sierra|42078|34.0||13.0||20.0|||||82.0|15.0
Durón|19108||||||||||4.0|
Dénia|3063|1408.0|98.0|728.0|101.0|164.0|355.0|975.0|437.0|400.0|4666.0|2366.0
Dílar|18068|30.0||16.0||9.0|||||111.0|56.0
Dólar|18069||||||||||35.0|
Dúdar|18070||||||||||17.0|
Dúrcal|18071|196.0|8.0|63.0|9.0|46.0|48.0|67.0|10.0|29.0|476.0|171.0
Ea|48028||||||||||54.0|
Echarri/Etxarri|31083||||||||||5.0|
Eibar|20030|573.0|20.0|141.0|32.0|163.0|173.0|214.0|25.0|165.0|1506.0|629.0
Eivissa|7026|1825.0|66.0|890.0|96.0|161.0|500.0|1304.0|534.0|350.0|5726.0|2850.0
Ejea de los Caballeros|50095|406.0|10.0|196.0|30.0|147.0|105.0|159.0|67.0|67.0|1187.0|438.0
Ejido, El|4902|2351.0|53.0|631.0|116.0|253.0|449.0|692.0|294.0|306.0|5145.0|1910.0
Ejulve|44096||||||||||14.0|
Elantxobe|48031||||||||||13.0|
Elburgo/Burgelu|1021||||||||||37.0|
Elche de la Sierra|2030|118.0||54.0||28.0|||||275.0|75.0
Elche/Elx|3065|6705.0|262.0|2099.0|355.0|1816.0|1464.0|2768.0|1097.0|1138.0|17704.0|7084.0
Elciego|1022|28.0||5.0||19.0|||||66.0|14.0
Elda|3066|1406.0|46.0|373.0|78.0|548.0|337.0|573.0|264.0|297.0|3922.0|1595.0
Elduain|20031||||||||||10.0|
Elgeta|20033|31.0||||22.0|||||76.0|
Elgoibar|20032|231.0|13.0|69.0|8.0|146.0|49.0|87.0|9.0|50.0|662.0|216.0
Elgorriaga|31087||||||||||10.0|
Eliana, l'|46116|453.0|53.0|163.0|45.0|55.0|167.0|383.0|101.0|221.0|1641.0|970.0
Eljas|10072||||||||||42.0|
Elorrio|48032|133.0|5.0|32.0|6.0|52.0|36.0|55.0|9.0|35.0|363.0|146.0
Elvillar/Bilar|1023||||||||||23.0|
Emperador|46117||||||||||42.0|
Encinacorba|50098||||||||||8.0|
Encinas Reales|14024|60.0||15.0||10.0|||||108.0|23.0
Encinas de Abajo|37121||||||||||27.0|
Encinas de Arriba|37122||||||||||9.0|
Encinas de Esgueva|47060||||||||||6.0|
Encinasola|21031|32.0||7.0||6.0|||||60.0|15.0
Encinedo|24067||||||||||44.0|
Encinillas|40072||||||||||33.0|
Enciso|26058||||||||||21.0|
Endrinal|37124||||||||||13.0|
Enguera|46118|118.0||55.0||39.0|||||325.0|113.0
Enguídanos|16082||||||||||23.0|
Enix|4041||||||||||22.0|
Entrala|49061||||||||||13.0|
Entrambasaguas|39028|123.0||70.0||16.0|44.0|45.0|14.0|22.0|341.0|132.0
Entrena|26059|51.0||19.0||19.0|||||114.0|25.0
Entrimo|32030|31.0||24.0||6.0|||||70.0|9.0
Entrín Bajo|6045||||||||||16.0|
Enériz/Eneritz|31089||||||||||25.0|
Erandio|48902|712.0|36.0|349.0|27.0|126.0|126.0|243.0|28.0|96.0|1743.0|556.0
Eratsun|31090||||||||||14.0|
Ercina, La|24068||||||||||12.0|
Ereño|48033||||||||||10.0|
Ergoiena|31091||||||||||25.0|
Erla|50100||||||||||13.0|
Ermua|48034|297.0|9.0|116.0|13.0|80.0|77.0|72.0|5.0|44.0|713.0|220.0
Errenteria|20067|774.0|17.0|431.0|28.0|131.0|224.0|217.0|23.0|139.0|1984.0|648.0
Errezil|20066||||||||||32.0|
Erriberabeitia|1047|20.0||14.0||9.0|||||62.0|19.0
Erriberagoitia/Ribera Alta|1046||||||||||60.0|
Errigoiti|48079||||||||||35.0|
Erro|31092||||||||||72.0|
Erustes|45060||||||||||14.0|
Escacena del Campo|21032|52.0||15.0||10.0|||||110.0|33.0
Escala, L'|17062|336.0|11.0|161.0|11.0|36.0|85.0|144.0|82.0|40.0|906.0|373.0
Escalante|39029||||||||||49.0|
Escalona|45061|98.0||44.0||14.0|||||225.0|69.0
Escalona del Prado|40073||||||||||18.0|
Escalonilla|45062|43.0||7.0||18.0|||||79.0|11.0
Escarabajosa de Cabezas|40074||||||||||16.0|
Escariche|19111||||||||||9.0|
Escatrón|50101|18.0||6.0||8.0|||||47.0|15.0
Escañuela|23031||||||||||41.0|
Escobar de Polendos|40075||||||||||15.0|
Escopete|19112||||||||||5.0|
Escorca|7019||||||||||11.0|
Escorial, El|28054|304.0|49.0|139.0|30.0|31.0|142.0|345.0|49.0|126.0|1215.0|741.0
Escorihuela|44097||||||||||4.0|
Escucha|44099||||||||||27.0|
Escurial|10073||||||||||38.0|
Escurial de la Sierra|37125||||||||||16.0|
Escúzar|18072||||||||||67.0|
Esgos|32031|24.0||11.0||4.0|||||54.0|15.0
Esguevillas de Esgueva|47061||||||||||15.0|
Eskoriatza|20034|67.0||26.0||20.0|||||162.0|49.0
Eslava|31094||||||||||9.0|
Eslida|12057||||||||||34.0|
Espadañedo|49062||||||||||4.0|
Esparragalejo|6046|21.0||6.0||4.0|||||47.0|16.0
Esparragosa de Lares|6048||||||||||36.0|
Esparragosa de la Serena|6047||||||||||39.0|
Esparreguera|8076|511.0|23.0|177.0|31.0|146.0|136.0|215.0|80.0|95.0|1414.0|580.0
Espartinas|41040|390.0|24.0|68.0|43.0|26.0|112.0|266.0|47.0|171.0|1147.0|663.0
Esparza de Salazar/Espartza Zaraitzu|31095||||||||||9.0|
Espeja|37127||||||||||12.0|
Espeja de San Marcelino|42080||||||||||16.0|
Espejo|14025|56.0||22.0||19.0|||||126.0|29.0
Espejón|42081||||||||||17.0|
Espeluy|23032||||||||||21.0|
Espera|11017|64.0||32.0||7.0|||||134.0|31.0
Espiel|14026|37.0||11.0||17.0|||||101.0|36.0
Espinar, El|40076|240.0|13.0|155.0|15.0|28.0|58.0|123.0|19.0|44.0|695.0|272.0
Espinelves|17063||||||||||23.0|
Espino de la Orbada|37128||||||||||10.0|
Espinosa de Cervera|9122||||||||||4.0|
Espinosa de Henares|19113||||||||||36.0|
Espinosa de Villagonzalo|34071||||||||||6.0|
Espinosa de los Caballeros|5072||||||||||5.0|
Espinosa de los Monteros|9124|73.0||26.0||10.0|||||161.0|52.0
Espinosa del Camino|9123||||||||||4.0|
Espinoso del Rey|45063||||||||||15.0|
Espirdo|40077|42.0||15.0||6.0|||||116.0|53.0
Espluga Calba, L'|25081||||||||||17.0|
Espluga de Francolí, L'|43054|97.0||35.0||26.0|||||247.0|89.0
Esplugues de Llobregat|8077|1180.0|104.0|402.0|94.0|200.0|250.0|648.0|296.0|344.0|3518.0|1736.0
Esplús|22099||||||||||36.0|
Espolla|17064||||||||||24.0|
Esponellà|17065||||||||||35.0|
Esporles|7020|79.0|6.0|95.0|8.0|19.0|44.0|101.0|20.0|54.0|426.0|233.0
Espot|25082||||||||||57.0|
Espronceda|31096||||||||||7.0|
Espunyola, L'|8078||||||||||24.0|
Esquirol, L'|8254|65.0||27.0||17.0|||||205.0|96.0
Esquivias|45064|133.0||85.0||41.0|26.0|50.0|17.0|15.0|374.0|115.0
Estada|22102||||||||||8.0|
Estadilla|22103||||||||||61.0|
Estamariu|25088||||||||||7.0|
Estany, L'|8079||||||||||53.0|
Estaràs|25085||||||||||8.0|
Estella-Lizarra|31097|409.0|11.0|137.0|13.0|64.0|104.0|178.0|40.0|82.0|1038.0|428.0
Estellencs|7021||||||||||24.0|
Estepa|41041|305.0|9.0|72.0|17.0|117.0|83.0|88.0|29.0|43.0|763.0|269.0
Estepona|29051|1837.0|95.0|913.0|122.0|165.0|555.0|1282.0|627.0|399.0|5995.0|3080.0
Estercuel|44100||||||||||9.0|
Esteribar|31098|66.0||24.0||10.0|||||167.0|67.0
Esterri d'Àneu|25086||||||||||114.0|
Esterri de Cardós|25087||||||||||6.0|
Estivella|46120|19.0||8.0||7.0|||||57.0|23.0
Estollo|26060||||||||||7.0|
Estopiñán del Castillo|22105||||||||||9.0|
