village_id|postalcodes
REGUENGO;36|36449,36519,36646
O ALTO DA FONTE;36|36450
O CASTILLO;36|36450,36459
CHAN DA PONTE;36|36450
FONTOURA;36|36450
LAGOA;36|36450,36516
ABELAN;36|36455
FRAGA;36|36455,36829
AS FRAGUIÑAS;36|36455
MARTIN;36|36455,36770
OURAL;36|36455
RAÑE;36|36455
CANTALARRANA;36|36455
CHAN DA IGLESIA;36|36456
GALLAMONDE;36|36456
GANDARELA;36|36456
O RIAL  E ARCADE;36|36456
A FEIRA;36|36457,36470,36471
MONTE DE ARRIBA;36|36457
TARAIÑO;36|36457
O BURGUETE;36|36457
A SALGOSA;36|36457
O BARRAL;36|36457,36470
O CASCO;36|36457
SANTA CRISTINA;36|36457
NOGUEIRO;36|36457
A RODA;36|36457
AS SANTAS;36|36457
O COTO;36|36457,36474,36647,36693,36891
PEDRAFURADA;36|36457
A REGUEIRA;36|36457
ZACOTEIRAS;36|36457
BUENOS AIRES;36|36457
CEO;36|36458
COTODOURO;36|36458
ERVIDEIRO;36|36458
GANDARACHAN;36|36458
GRIXO;36|36458
A IGLESIA;36|36458,36969,36990
AGRELA;36|36458
A MUGUIÑA;36|36458
AS ARRAS;36|36458
A POZA;36|36458
TORRON;36|36458,36471,36790
BUGALLAL;36|36459
CERNADAS;36|36459
BOUZA DO VISO;36|36459
O CASAL;36|36459,36460,36475,36618,36668,36679,36861
O COUTO;36|36459,36750
AS ERMITAS;36|36459
FERREIROS;36|36459,36599,36645,36677
FREIXENDO;36|36459
OUTEIRAL;36|36459
A PEDREIRA;36|36459,36633,36746,36947
FINZANS;36|36459
O MADORRO;36|36460
O OUTEIRIÑO;36|36460,36645
SOBREDO;36|36460,36720
O TORREIRO;36|36460
BAÑOS;36|36460
BOUZAVEDRA;36|36470
MARIÑA;36|36470
A VENDANOVA;36|36470
ALTAMIRA;36|36470,36967
O BARREIRO;36|36470
ESFARRAPADA;36|36470,36829
A FARRAPEIRA;36|36470
A FONTE DA PEDRA;36|36470
A PEDRA;36|36470,36740
SESTELO;36|36470,36519,36547
A SERRA;36|36470,36865
SEIJO;36|36470,36740
A ASCENSION;36|36471
PEDRACARBALLA;36|36471
PEGADE;36|36471
O AGRO;36|36472
MACEIRA;36|36472,36516
O PIÑEIRO;36|36472,36600,36611,36940,36949
A PORTELA;36|36472,36779,36790,36818,36891
A REVOLTA;36|36472,36639
A ARROTEA;36|36474
ATAUDE;36|36474
O CARBALLAL;36|36474,36746
PICOÑA;36|36474
O CERQUIDO;36|36475
A LOMBA;36|36475,36770,36866
O RUBINDO;36|36475
ALDEA DE ABAIXO;36|36490
CASARES;36|36490
TIXOSA;36|36491
BORBOTE;36|36492
COEDROS;36|36492
FRIEIRA;36|36492
REGUEIRO;36|36493
EIDOS DE ABAIXO;36|36494
EIDOS DE ARRIBA;36|36494
CELLO;36|36500
AGRUCHAVE;36|36500
DONRAMIRO;36|36500
FILGUEIROA;36|36500
PENELA;36|36500,36511
TRASCASTRO;36|36500,36529
CARBALLUDE;36|36500
LALIN;36|36500,36510
BAILAS;36|36510
CACEME;36|36510
DELAPARTE;36|36510
PALMAZ;36|36510
PAREIZO;36|36510
CARRAGOSO DE ARRIBA;36|36510
VILLA FLORES;36|36510
ALEMPARTE;36|36511,36512,36539,36681
CASTRO DE CABRAS;36|36511
ALCEME;36|36511
RAÑESTRAS;36|36511
CUÑARRO DO MEDIO;36|36511
FARAN;36|36511
MOURIGAS;36|36511
ASPERELO;36|36511
BARRIO;36|36511,36512,36516,36518,36537,36597,36598
OURIN;36|36511
AGROSAGRO;36|36511
BARDELAS;36|36511
BARONCELLE;36|36511
BARREGALLOS;36|36511
CARBOENTES;36|36511
TORRE DE CARBOENTES;36|36511
O CAMPO;36|36511,36854
VILAR DO RIO;36|36512
VILASOA;36|36512
CIMA DO ALLE;36|36512
ESPIÑO;36|36512
PORTO DO ALLE;36|36512
PORTOS;36|36512
CASTIÑEIRO;36|36512
GOLMAR;36|36512
NOCEDA DE ABAIXO;36|36512
SONXIL;36|36512
BORRALLA;36|36512
PRADO;36|36512
A CRUZ;36|36512,36619,36681
VILARIÑO;36|36512,36514,36528,36556,36558,36679,36945,36969,36995
BELPELLOS;36|36514
A LAGOA;36|36514,36611
CADRON;36|36514
CASTELO;36|36514
LAMAS;36|36514,36529
MEIXOMIN;36|36514
MUIMENTA;36|36514
ALPERIZ;36|36514
CARBALLEDA;36|36514
CELEMIN;36|36515
COBAS;36|36515
TORGUEDO;36|36515
DOADE;36|36515
XESTA;36|36515,36838
MONEIXIÑAS;36|36515
COSTOIA;36|36515
AMEDO;36|36516
MOY;36|36516
PARTE;36|36516
VILARELLO;36|36516,36645
ALBARELLOS;36|36516
PARDESOA;36|36516,36569
BERMES;36|36517
CANCELAS;36|36517
ERBO DE ARRIBA;36|36517
RIELO;36|36517
REGUFE;36|36517
VILASANCHO;36|36517
DIZ;36|36518
NOGUEIRAS;36|36518
SANGUIÑEDO;36|36518
AMEAR;36|36518
GOUXA;36|36518
RUIRIZ;36|36518
VIDUEIROS;36|36518,36520
BELELLE;36|36518
CATASOS;36|36518
SOUTULLO;36|36519
BARCIA;36|36519,36645,36837
XAR;36|36519
RIBELA;36|36519
ATEAN;36|36519
BAXAN;36|36519
PADRON;36|36519
SOMOZA;36|36519
SAN XORXE;36|36519
GRESANDE;36|36519
INSUA;36|36519,36558,36826
RAMIL;36|36519,36527,36853
FEAS;36|36519
LALIN DE ARRIBA;36|36519
BUSTELO;36|36519,36547
LEBOZAN;36|36519
CASTRO DE ABAIXO;36|36519
DES;36|36519
LUDEIRO;36|36519
VISTALEGRE;36|36519,36979
BARCIELA;36|36519
CARBALLIÑOS;36|36519
GONDORIZ GRANDE;36|36519
MOA;36|36519
VILATUXE;36|36519
ACEBEDO;36|36519,36556
ZOBRA;36|36519
FERREIROA;36|36520
EIREXA NOVA;36|36520
FEIRA NOVA;36|36524
EIREXE;36|36524,36528,36544,36645,36646,36647
GARLIN;36|36524
COSTELA;36|36525,36548
SAMPAIO;36|36525
BARRIO DO CARMEN;36|36525
CRISTIN;36|36525
ABAIXO;36|36526
BROCOS;36|36526
MARQUESADO;36|36526
SEXO;36|36526
SESTO;36|36526
VAL;36|36526
VILAMEA;36|36526,36538
SANTA MARIA;36|36527
AMANCE;36|36527
BASADROA;36|36527
EIDIAN;36|36527
ARTOÑO;36|36528
BUXEL;36|36528
A CAPELA;36|36528
ALBERGUE;36|36528
CASIÑAS;36|36528
MARCELIN;36|36528
VILA GRANDE;36|36528
CIMA DE VILA;36|36528,36940,36949
GURGUEIRO;36|36529
AIAN;36|36529
ROMARIZ;36|36529
BUXAN;36|36529
CARTIMIL;36|36529
TRAILAMAS;36|36529
SUBIGLESIA;36|36537
VILAXUSTE;36|36537
TRASULFE;36|36537
VILACHA;36|36537
CRISTIMIL;36|36538
ADELAN;36|36538
ARCAS;36|36538
GUILLAR;36|36538
NEGRELOS;36|36538
SUIME;36|36538
FERVENZA;36|36539,36598
MELIDE;36|36539
COREIXAS;36|36539
FERIA;36|36539
LEBORO;36|36539
MOURIZ;36|36539
ROMACES;36|36539
FAILDE;36|36539
SABORIN;36|36539
VILELA;36|36539
BARRAVAITE;36|36540
GORIS;36|36540
CARRAL;36|36543
REBOREDO;36|36543,36580,36947
CABODEVILA;36|36543
FORCAS;36|36544
GALAN;36|36544
A PEREIRA;36|36544
SANTE;36|36544
LAZARA;36|36544
CAMPORRAPADO;36|36545
CARDIGONDE;36|36545
REGALADE;36|36545
XUBIN;36|36545
CARBOEIRO DE FRANCIA;36|36546
MARTIXE;36|36546
A MOA;36|36546,36580
RIOCALVO;36|36546
ESCUADRO;36|36547
SOLDECASA;36|36547
SIADOR;36|36547
SAN FIZ;36|36548
FOXO;36|36548
TOIRIZ;36|36548
FILLOI;36|36549
CORNEAS;36|36549
QUINTELAS;36|36549
RABADEIRAS;36|36549
VALIÑAS;36|36549
PEDROUZO;36|36549
VENTOXO;36|36555
VILAPOUCA;36|36555,36560
CACHAFEIRO;36|36556
ESPINDO;36|36556
GAXIN;36|36556
BERROZO;36|36556
FIXO;36|36556
MALBURGO;36|36556
GRAÑA DE CABANELAS;36|36557
GRAÑA DE UMIA;36|36557
QUINTILLAN;36|36557
ROZADOS;36|36557
A GRELA;36|36559
A CANDA;36|36559
SABUCEDO;36|36559
SOUTELO;36|36560,36619,36677,36750,36939
GRAÑA;36|36567
SANGUÑEDO;36|36567
POUSADA;36|36569,36686,36939
SAN MARCOS;36|36569
SIXTO;36|36569,36645
GUISANDE;36|36569
MORGADE;36|36569
ALFONSIN;36|36569
DEVESA DE ARRIBA;36|36569
CHAPA;36|36570
ANDAMOLLO;36|36570
BANDEIRA;36|36570
REGUENGA;36|36579
BASCUAS;36|36579
DORNELAS;36|36579
A MEDA;36|36579
ALDEA E FONDEVILA;36|36580
DOSMESTRES;36|36580
SULAGO;36|36580
CORTIZADA;36|36581
ORZA;36|36581
SABREXO;36|36581
ABEALLA;36|36582
O ABOLLO;36|36582
PASTORIZA;36|36582,36585
A PENA;36|36582,36587
POUSADOIRO;36|36582
SERRAPE;36|36582
FONTAO E VILAR;36|36583
A VREA;36|36583
BRUÑIDO E CACHARELA;36|36584
OS GOLMADOS;36|36584
MOIMENTA;36|36584
LAGOS;36|36584,36770
O SEIXO;36|36584,36940,36949
AÑOBRE;36|36585
BRANDOMES;36|36585
PINLLE;36|36585
OBRA;36|36585
OLLARES;36|36586
ARBIAN;36|36586
A CASEDA;36|36586
CERDEIRIÑAS;36|36586
TABOADA;36|36586
LAREO;36|36586
PENASGARFAS;36|36586
O PENEDO;36|36586
O VALADO;36|36586
CURRO;36|36587
FUCARELOS;36|36587
AMOSA;36|36587
CAMANCEIROS;36|36587
CANDAÑEDO;36|36587
FREANDE;36|36587
GUIERAL;36|36587
LAMEGO;36|36587
TIRABA;36|36587
CIRELA;36|36587
GRES;36|36587
AS CARBALLAS;36|36588
CASTROVITE;36|36588
CURRELO;36|36588
VENDEXA;36|36588
ABADES;36|36589
BAZAR;36|36589
CAMPOSANCOS;36|36596
CERCIO;36|36596
CHARES;36|36596
GALEGOS;36|36596
TOIMIL;36|36596
PALIO DE ABAIXO;36|36596
PALIO DE ARRIBA;36|36596
CARRIO;36|36596
CIMA DE ALDEA;36|36597
MADROSENDE;36|36597
CORPIÑO;36|36598
MILLEIROS;36|36598
CASTRELO;36|36598,36939
SUSOVILA;36|36598
A CORREDOIRA;36|36598
NAVAZA;36|36599
DUXAME;36|36599
DORVISOU;36|36599
XORDEDO;36|36599
CAXIDE;36|36599
CEDELLE;36|36599
A CONTIÑA;36|36599
LARAZO;36|36599
SOBRADELO;36|36599,36600,36611
A TORRE;36|36600,36647,36675,36681
TRABANCA BADIÑA;36|36600
FONTECARMOA;36|36600
VILAGARCIA;36|36600
O CARRIL;36|36610
A ROSALEDA;36|36611
A XESTEIRA;36|36611,36633,36639,36859
MIRAMAR;36|36611
ARALDE;36|36611
CANTO;36|36611
FAXILDE;36|36611
EIVIÑO;36|36611
GALANS;36|36611
RENZA;36|36611
ROILOIS E SANTA MARIÑA;36|36611
SANTO ANTONIO E COMBE;36|36611
RIAL;36|36611,36668,36847
VILAXOAN;36|36611
CONDADO;36|36612
CORES;36|36612
SOUTO DA VILA;36|36612
ARAGUNDE;36|36612
BARRAL;36|36612
CASAL DE MOGOS;36|36612
CORREDOIRA;36|36612
OUTEIRIÑO;36|36612,36658
OUTEIRO DA VILA;36|36612
TRASDAVEIGA;36|36612
BUSTO;36|36612
COAXE;36|36612
GONDAR;36|36612
MENDA;36|36612
PORTOCANLES;36|36612
BAIUCA;36|36612,36638
FABEIRA;36|36612
PENAS;36|36612
PROGRESO;36|36612
RAÑAS;36|36612,36854
VILADESUSO;36|36612
AS BOCAS;36|36613
PEREIRA;36|36613
A CALDIGUELA;36|36613
GUILLAN;36|36613
REGENGO;36|36615
A ALDEA DE ARRIBA;36|36617
CARBALLIDO;36|36617,36957
CASTRO DE AGUDIN;36|36617
CEA;36|36617
OS MARTICES;36|36617
O MONTIÑO;36|36617
O VENTO;36|36617
O CAMPANARIO;36|36618
A DONA;36|36618
O NOGUEIRIDO;36|36618
TRABANCA SARDIÑEIRA;36|36618
CORNAZO DE ABAIXO;36|36619
O CORUXO;36|36619
A GALUFA;36|36619
PARADELA DE ABAIXO;36|36619
PARADELA DE ARRIBA;36|36619
REVELLE;36|36619
ABELLE;36|36619
A CONGOSTRA;36|36619
LOENZO;36|36619
A FEIRA NOVA;36|36619
PERRON;36|36619
AS QUINTANS;36|36619,36633,36639
RUBIANS DE ARRIBA;36|36619
ZAMAR;36|36619
O AREEIRO;36|36619
O SISTO;36|36619
VILAMAIOR;36|36620
AROUSA;36|36626
ARNELAS;36|36628
PRAGA;36|36629
A BOUCIÑA;36|36633
CACABELOS;36|36633
COVAS DE LOBOS;36|36633
FORNOS;36|36633
A MODIA;36|36633
SAMEIRO;36|36633
SANTO ANTON;36|36633
O SINEIRO;36|36633
A CABANA;36|36634
CORTIÑAS DE ABAIXO;36|36634
AS LAXES;36|36634
REFOXOS;36|36634,36779
O RIBEIRO;36|36634
RIO DA UCHA;36|36634
A SECA;36|36634,36866
TRAGOVE;36|36634
A VEIGA;36|36634
BOUZA DE PADRON;36|36635
BOUZA DO REI;36|36635
O CAMPO DA VILA;36|36635
A CEREIXEIRA;36|36635
O SOBREIRO;36|36635
LEIROMEAN;36|36635
PONTE ARNELAS;36|36635
CRUZ;36|36635,36789
CAPONIÑAS;36|36636
BARRANTES;36|36636
ESCUSA;36|36636
MAMUELA;36|36636
RABADEIRO;36|36636
CRUCEIRO VELLO;36|36636
PUXAFEITA;36|36636
SILVAN;36|36637
O MOSTEIRO;36|36637,36740,36749
A ALDEA DE ABAIXO;36|36638
A CONSTENLA;36|36638
TANOIRA;36|36638
BARROSO;36|36638
MOSQUEIRO;36|36638
O ADRO;36|36639
BALTAR;36|36639,36654,36685,36827,36979
A BARCA;36|36639
O CASTRIÑO;36|36639
O COUTO DE ABAIXO;36|36639
O COUTO DE ARRIBA;36|36639
O FACHO;36|36639
SARTAXES;36|36639
SERANTELLOS;36|36639
VALADA;36|36639
PORTARRAXOI;36|36640,36649
SAN XULIAN;36|36640,36649
SAN LUIS;36|36640,36649
BALLEAS;36|36645
BEIRO;36|36645
CANLE;36|36645
CARRACIDO;36|36645
CASANOVA;36|36645
CASTIÑEIRAS;36|36645
COTRIÑOS;36|36645
O FORNO;36|36645
CEDELO;36|36645
CIMADEVILA;36|36645,36746
DESABANDA;36|36645
OS MARTORES;36|36645
PUENTE VALGA;36|36645
RAXOI;36|36645
OS VILARES;36|36645
CARBALLIÑO;36|36645,36693
MEDELA;36|36645
PEDRAFITA;36|36645
SENIN;36|36645
CASAL DO EIRIXO;36|36646
AS CERNADAS;36|36646
CERNEIRA;36|36646
MAGARIÑOS;36|36646
RUA NOVA;36|36647
MONTIÑO;36|36647
CARREIRAS;36|36649
CONDIDE;36|36649
INFESTA;36|36649
PORTO DE ABAIXO;36|36649
PORTO DE ARRIBA;36|36649
XAGOBE-VILAVEDRA;36|36652
NODAR;36|36653,36684
PARADIVAS;36|36653
REIRIS;36|36653
REQUEIXADA;36|36653
ABOY;36|36654
CAMPELO;36|36654,36836,36995
CESARIÑOS;36|36654
RIBOCIAS;36|36654
SAN MARTIN;36|36655
BARREIROS;36|36655
CASTAÑOS;36|36655
EIRIN;36|36655
TIVO;36|36655
CARDIN;36|36656
A ALDEA GRANDE;36|36658,36685,36688
CASTRO E SAN ROQUE;36|36658
PORTA DO CONDE;36|36658
RAPEIRA;36|36658
CASALDERRIQUE;36|36659
COPE;36|36659
FIEITOSO;36|36659
GORGULLON;36|36659
FOLLENTE;36|36659
CORRIGATOS;36|36660
AS CORTIÑAS;36|36660
O COVELO;36|36660
SABADIN;36|36660
SANTA LUCIA DE MORAÑA;36|36660
COSOIRADO;36|36668
PARAÑOS;36|36668,36856
CONLES;36|36668
CHAIAN;36|36668
FONTENLA;36|36668,36750,36995
A PENAGRANDE;36|36668
QUERGUIZO;36|36668
TRAMBOSRIOS;36|36668
SILVOSO;36|36668,36826
O SOUTO;36|36668,36866,36891
SOAR;36|36668
SORREGO;36|36668
ALENDE;36|36668
AS PONTELLAS;36|36668
O APEDRADO;36|36669
A PICOTA;36|36669
VILACOVA;36|36669
O CALVO;36|36669
REBON DE ARRIBA;36|36669
A ALBERGUERIA;36|36669
A BAROSELA;36|36669
SAIANS;36|36669
SUIGREXA;36|36669
O BUELO;36|36669
FONTECOVA;36|36675
MEIRA;36|36675
ROGADIO;36|36675
TRASPONTE;36|36675
A COVA;36|36675
FOLGAR;36|36675
GULDRIGANS;36|36675
HERVES;36|36675
LORNES;36|36675
PENA DE ARRIBA;36|36675
PENA DE VILABAR;36|36675
SAN ILDEFONSO;36|36675
SOBRADA;36|36675
VILABAR DE ABAIXO;36|36675
CELEIRON;36|36676
PARAMA;36|36676
RAMIRANS;36|36676
GONDOMAR DE ABAIXO;36|36676
A ANLLADA;36|36677
ARCOS DE ARRIBA;36|36677
O CAEIRO;36|36677
A CASIÑA;36|36677
CORNADO;36|36677
DUCIO;36|36677
FURCO;36|36677
PISO;36|36677
COUSELO;36|36677,36770
GUIMAREI;36|36677
A SOBREIRA;36|36677
A TOXEIRA;36|36677
SEBIL;36|36678
VILAR DE MATO;36|36678
CARDECIDE;36|36678
XINZO;36|36678
LOURIÑA;36|36678
REBORDELO;36|36678,36826
CALVOS;36|36679
CASTROLANDIN;36|36679
MESEGO;36|36679
NOVAL;36|36679
PORTO DE GOMEZ;36|36679
A BRAGAÑA;36|36679
MAGAN;36|36679
TEAÑO;36|36679
FIGUEROA DE ABAIXO;36|36681
FIGUEROA DE ARRIBA;36|36681
A PAINCEIRA;36|36681
SAN XIAO;36|36681
XERLIS;36|36681
OS BOLOS;36|36681
O REDONDO;36|36681,36950,36959
CORA;36|36682
SIEIRO;36|36682
FONTENLO;36|36682
O SOUTIÑO;36|36682
TOEDO;36|36682
RIBA DE VEA;36|36682
TRACESTO;36|36682
SANTA MARIÑA;36|36683
SUBION;36|36683
FONTEBOA;36|36683
O SOUTO DE VEA;36|36683
A PENELA;36|36684
XUSTIN;36|36684
MARCENLOS;36|36684
AS QUINTAS;36|36684
A SAGRADA;36|36684
XUBREI;36|36684
ESCARIS;36|36684
PARAFITA;36|36684
EIRIZ;36|36684
AS VILAS;36|36684
CASTRO-RAMIRO;36|36684
A SOMOZA;36|36684,36686
ENVIANDE;36|36684
O MONTILLON DE ABAIXO;36|36684
O MONTILLON DE ARRIBA;36|36684
SAN TORCADO;36|36684
TORREBOREDO;36|36684
A CONSOLACION;36|36684
SANDAN;36|36684
TABEIROS;36|36684
TOSAR;36|36684
GONXAR;36|36685
CAMPENLOS;36|36685
SAN MARTIÑO;36|36685,36995
TRASMONTE;36|36685
CASTROTION;36|36685
OCA DE ARRIBA;36|36685
A PRAZA;36|36685
OS BESTEIROS;36|36685
A MOTA;36|36685
O FOXO;36|36686
VENTOSELA;36|36686
BREI;36|36686
GONTEN;36|36686
AS PEREIRAS;36|36686
SANLOUZANS;36|36686
FRAIZ;36|36686
A VILADAFONSO;36|36686
CASTRELO DE ARRIBA;36|36686
O MESADOIRO;36|36686
OS BALSEIROS;36|36686
O BEDE;36|36686
A BEMPOSTA;36|36686
A PENA DE ARRIBA;36|36686
OS VILAS;36|36686
PERNAVIVA;36|36687
VISO ABAIXO E VISO ARRIBA;36|36687
SESTO E FONDO DA VILA;36|36687
FREAN;36|36687
GODOI;36|36687
O MOUCHO;36|36687
VINSEIRO;36|36687
VIS DE CORREA;36|36687
BERRES;36|36688
ULLA;36|36688
PONTELIÑARES;36|36688
O VILAR;36|36688,36690
MOREIRA NOVA;36|36688
MOREIRA VELLA;36|36688
A PICA;36|36688
VILAGUDE;36|36688
A BREA;36|36689
MATALOBOS;36|36689
RIO DE SAPOS;36|36689
SANTA BAIA;36|36689
GODOI-CARRICOVA E FONDEVI;36|36689
PEARO;36|36689
RENDA E TRASPEDRA;36|36689
SAR DE ABAIXO;36|36689
CACHEIRO;36|36690
A CANICOUVA;36|36690
ACEVEDO;36|36690,36779
A PONTE;36|36690,36739,36860
O RAÑADOIRO;36|36690
A CALLE;36|36690,36750
ARANZA;36|36691
CORTELLAS;36|36691
BRETOÑA;36|36692
FONTE DO CURRO;36|36692
OUTEDA;36|36692
SAN AMARO;36|36692,36878
ESTACION DE PORTELA;36|36692
OUTEIRO DAS PENAS;36|36693
SOUTOXUSTE;36|36693,36810
SAN SIMON;36|36710
ESTRADA;36|36713
SEIJAL;36|36715
ALBELOS;36|36720
ARROTEA;36|36730,36859
CARREGAL DE ABAIXO;36|36730
CARREGAL DE ARRIBA;36|36730
GRANXOLA;36|36730
SOLLEIRO;36|36730,36740
VILARDEMATOS;36|36730
BOUZON;36|36739
ACHAN;36|36739
O BARRO;36|36740
O CAMIÑO NOVO;36|36740
A COSTA;36|36740
COTRO;36|36740
O HOSPITAL;36|36740
SALGOSA;36|36740
SANOMEDIO;36|36740
VILACHAN;36|36740
A PONTECIÑA;36|36746
SAMUELLE;36|36746
RAL;36|36747
LUBIAN;36|36748
CRISTELOS;36|36749
SOLVADO;36|36749
VILACHAN DO MONTE;36|36749
AVENIDA BRASIL;36|36750
AVENIDA ORDOÑEZ;36|36750
CENTINELA;36|36750
SAN LORENZO;36|36750,36838
TOLLO;36|36750
CARRIL;36|36760
PICONS;36|36760
O CALVARIO;36|36760
O CARRASCAL;36|36760
O COTRO;36|36760
A CUMIEIRA;36|36760
O MORAN;36|36760
O OUTON;36|36760
PIAS;36|36760
A PONTE DA TAMUXE;36|36760
RUA DA CAL;36|36760
RUA DA BAIXO;36|36760
CASELAS;36|36770
AS CRUCES;36|36770
CUMIEIRA DE BAIXO;36|36770
CUMIEIRA DE RIBA;36|36770
CUNCHADA;36|36770
FECHA;36|36770
FORNELOS;36|36770
MARZAN;36|36770
MEDAS;36|36770
MIRANXE;36|36770
PANCENTEO;36|36770
O PICON;36|36770
A ROTEA;36|36770
SAN XIAN;36|36770
SANDIAN;36|36770
VALDEMIÑOTOS;36|36770
VIDEIRA;36|36770
VISO DOS EIDOS;36|36770
PORTECELO;36|36770
TORROÑA;36|36779
LOUREZA;36|36779
MABIA;36|36779
SANTA COMBA;36|36779
BOUZA DA FONTE;36|36788
PASAJE;36|36788,36789
ALOQUEIRO;36|36789
BALIÑOS;36|36789
BARREIRA;36|36789
BUJAN;36|36789
CORUTO VIEJO;36|36789
NETOS;36|36789
PINTAN;36|36789
PROBA;36|36789
SALCIDOS;36|36789
SIETE CAMINOS;36|36789
LAGO;36|36792
ARRABAL;36|36794
CHAVELLA;36|36794
RIÑA;36|36794
AS MARIÑAS;36|36794
SARAMAGOSO;36|36810
TUIMIL;36|36810
RANDE;36|36812
MILLARADA;36|36815
OS VALOS;36|36816
ALVITE;36|36817
TORRENTE;36|36817
SANTO PAIO DE ABAIXO;36|36818
PONTECALDELAS;36|36820
BARBUDO;36|36826
CHAIN;36|36826
REGODOBARGO;36|36826
ROCA;36|36826
ALUNCIA;36|36827
CHAN DO CASAL;36|36827
SOBREIRO;36|36827
TABOADELO;36|36827,36837
MIRON;36|36827
REIGOSA;36|36827
CUÑAS;36|36828
LAXOSO DE ABAIXO;36|36828
LAXOSO DE ARRIBA;36|36828
BUCHABAD;36|36828
TOURON;36|36828
ANCEU;36|36829
CARITEL;36|36829
CALDELAS;36|36829
GRADIN;36|36829
BREXIÑA;36|36830
COTIÑO;36|36830
SUCASTRO;36|36830
CARREIRO;36|36835
CASAVELLA;36|36835
CENDON;36|36835
FENTOSA;36|36835
GAIOLA;36|36835
PUMAR;36|36835
SEIXIDO;36|36835
GRIFA;36|36836
PIGARZOS;36|36836
CERNEDO;36|36837
CARRIZANS;36|36838
PESO;36|36838
CAMBESES;36|36839
GABIAN;36|36839
FIRVEDA;36|36839
GATEIRA;36|36839
LAXEDO;36|36839
PELETE;36|36839
VENTOSELO;36|36839
FRAGA DO REI;36|36843
ALEN;36|36845
CIMA DA VILA;36|36845
CORUXEIRA;36|36845
PARDALONGAS;36|36845,36849
OITAVEN;36|36846
SAN VICENTE;36|36846
FONDO DE VILA;36|36847
VENTIN A BERDUCIDO;36|36848
VENTIN A FORNELOS;36|36848
TRASPIELAS;36|36849
EIDO BAIXO;36|36850
ANTAS;36|36853
RAMALLAL;36|36853
CORTEGADA;36|36853
CATADOIRO;36|36853
FORZANS;36|36853
BOLIÑAS;36|36854
CALVELLE;36|36854
FAMELGA;36|36854
O IGREXARIO;36|36854
FRADE;36|36855
IGREXARIO;36|36855,36939
A CHAN;36|36856
TRABAZO;36|36856
REDONDA;36|36856
A GRAÑA;36|36858,36989
CACHOPEIRAS;36|36859
A FONTENOVA;36|36859
GROSA;36|36859
AS CACHADAS;36|36860
CANEDO;36|36860
A GANDARA;36|36861
URCELA;36|36863
RIBADAS;36|36865
A GAIOSA;36|36865
AS CORTELLAS;36|36866
BERNARDOS;36|36866
A FREIXA;36|36866
MOURIGADE;36|36868
A RAÑO;36|36868
ALDEA DE ARRIBA;36|36873
EIDO-FERNANDEZ;36|36873
COVELIÑO;36|36873
CASCO;36|36874
LORDELO;36|36874
FREAZA;36|36875
BOENTE;36|36875
RUA;36|36875
VEDRELOS;36|36875
FESTIN;36|36875
OUTERELO;36|36876
SANTA BAYA DO MATO;36|36876
LOUGARES;36|36876
COTAREL;36|36877
MEIROL;36|36877
CAMPO DO MOURO;36|36877
CRESPOS;36|36877
POÑE;36|36877
MERA;36|36878
COTO;36|36878
VILLASOBROSO;36|36879
CABO DE VILA;36|36883
MIÑOTEIRA;36|36883
PINTELOS;36|36883
TALLOS;36|36883
TEMPERAN;36|36883
PADROSOS;36|36885
FRAGUAS;36|36887
FERREDO;36|36887
COTO DE GALOS;36|36888
FORMIGUEIRO;36|36889
CORZOS;36|36889
O PEREIRO;36|36891
A E GRANXA A RUA;36|36891
COTOBADE;36|36895
A LENGUDA;36|36895
MARIN;36|36900,36920
OS CUNCHIDOS;36|36910
ESTRIBELA;36|36910
OS PRACERES;36|36910
O REGUEIRIÑO;36|36910
BARDA MOGOR PEREZ CRESPO;36|36911
AGUETE;36|36913
LOIRA;36|36913
SEIXO;36|36913
PUMARABULE;36|36936
A ACHADIZA;36|36939
O CABALO;36|36939
MONTEMOGOS;36|36939
A PRAIA DE BELUSO;36|36939
A RUA NOVA DE ARRIBA;36|36939
AGRELO;36|36939
ERMELO;36|36939
BALEA;36|36940,36949
AS BARREIRAS;36|36940,36949
CUNCHIDO;36|36940,36949
A MAGDALENA;36|36940,36949
OURELO;36|36940,36949
SAN ROQUE DO MONTE;36|36940,36949
A SERRA DE NACENTE;36|36940,36949
A SERRA DE POENTE;36|36940,36949
XIMEU;36|36940
A ESPIÑEIRA;36|36945
HERBELLO;36|36945
DONON;36|36945
NERGA;36|36945
O ESPIRITO SANTO;36|36947
O FORTE;36|36947
AS GRUNCHEIRAS;36|36947
A RUA;36|36947
PRAIA;36|36950
A SEARA;36|36950
O CON;36|36950,36989
ABELENDO;36|36954
CHANDEVILA;36|36966
NANIN;36|36966
REGATA;36|36966
SEAR;36|36966
MAGALANS;36|36966
RECAREI;36|36966
REGENJO;36|36966
ALDARIZ;36|36966
CARABUXEIRA;36|36966
FLORIDA;36|36966
FONTOIRA;36|36966
MIRAFLORES;36|36966
PALACIOS;36|36966
REIS;36|36966
SEIXALBO;36|36966
AMEIRO;36|36967
COIRON;36|36967
DADIN;36|36967,36969
MOROUZOS;36|36967
PONTE DENA;36|36967
SEIXIÑOS;36|36967
VILAREIS;36|36967
VILIQUIN;36|36967
OS AGROS;36|36968
AS COVAS;36|36968
CUVELA;36|36968
SOLDA;36|36968
